500 0.000314
1000 0.001242
1500 0.003624
2000 0.008599
2500 0.015808
3000 0.014143
3500 0.014953
4000 0.019547
4500 0.024743
5000 0.030505
5500 0.036892
6000 0.043900
6500 0.051510
7000 0.059735
7500 0.068558
8000 0.078045
8500 0.088906
9000 0.098723
9500 0.109984
10000 0.118485
